length,surface,volume
7520,339302400,425259008000
7521,339392646,425428681761
7522,339482904,425598400648
7523,339573174,425768164667
7524,339663456,425937973824
7525,339753750,426107828125
7526,339844056,426277727576
7527,339934374,426447672183
7528,340024704,426617661952
7529,340115046,426787696889
7530,340205400,426957777000
7531,340295766,427127902291
7532,340386144,427298072768
7533,340476534,427468288437
7534,340566936,427638549304
7535,340657350,427808855375
7536,340747776,427979206656
7537,340838214,428149603153
7538,340928664,428320044872
7539,341019126,428490531819
7540,341109600,428661064000
7541,341200086,428831641421
7542,341290584,429002264088
7543,341381094,429172932007
7544,341471616,429343645184
7545,341562150,429514403625
7546,341652696,429685207336
7547,341743254,429856056323
7548,341833824,430026950592
7549,341924406,430197890149
7550,342015000,430368875000
7551,342105606,430539905151
7552,342196224,430710980608
7553,342286854,430882101377
7554,342377496,431053267464
7555,342468150,431224478875
7556,342558816,431395735616
7557,342649494,431567037693
7558,342740184,431738385112
7559,342830886,431909777879
7560,342921600,432081216000
7561,343012326,432252699481
7562,343103064,432424228328
7563,343193814,432595802547
7564,343284576,432767422144
7565,343375350,432939087125
7566,343466136,433110797496
7567,343556934,433282553263
7568,343647744,433454354432
7569,343738566,433626201009
7570,343829400,433798093000
7571,343920246,433970030411
7572,344011104,434142013248
7573,344101974,434314041517
7574,344192856,434486115224
7575,344283750,434658234375
7576,344374656,434830398976
7577,344465574,435002609033
7578,344556504,435174864552
7579,344647446,435347165539
7580,344738400,435519512000
7581,344829366,435691903941
7582,344920344,435864341368
7583,345011334,436036824287
7584,345102336,436209352704
7585,345193350,436381926625
7586,345284376,436554546056
7587,345375414,436727211003
7588,345466464,436899921472
7589,345557526,437072677469
7590,345648600,437245479000
7591,345739686,437418326071
7592,345830784,437591218688
7593,345921894,437764156857
7594,346013016,437937140584
7595,346104150,438110169875
7596,346195296,438283244736
7597,346286454,438456365173
7598,346377624,438629531192
7599,346468806,438802742799
7600,346560000,438976000000
7601,346651206,439149302801
7602,346742424,439322651208
7603,346833654,439496045227
7604,346924896,439669484864
7605,347016150,439842970125
7606,347107416,440016501016
7607,347198694,440190077543
7608,347289984,440363699712
7609,347381286,440537367529
7610,347472600,440711081000
7611,347563926,440884840131
7612,347655264,441058644928
7613,347746614,441232495397
7614,347837976,441406391544
7615,347929350,441580333375
7616,348020736,441754320896
7617,348112134,441928354113
7618,348203544,442102433032
7619,348294966,442276557659
7620,348386400,442450728000
7621,348477846,442624944061
7622,348569304,442799205848
7623,348660774,442973513367
7624,348752256,443147866624
7625,348843750,443322265625
7626,348935256,443496710376
7627,349026774,443671200883
7628,349118304,443845737152
7629,349209846,444020319189
7630,349301400,444194947000
7631,349392966,444369620591
7632,349484544,444544339968
7633,349576134,444719105137
7634,349667736,444893916104
7635,349759350,445068772875
7636,349850976,445243675456
7637,349942614,445418623853
7638,350034264,445593618072
7639,350125926,445768658119
7640,350217600,445943744000
7641,350309286,446118875721
7642,350400984,446294053288
7643,350492694,446469276707
7644,350584416,446644545984
7645,350676150,446819861125
7646,350767896,446995222136
7647,350859654,447170629023
7648,350951424,447346081792
7649,351043206,447521580449
7650,351135000,447697125000
7651,351226806,447872715451
7652,351318624,448048351808
7653,351410454,448224034077
7654,351502296,448399762264
7655,351594150,448575536375
7656,351686016,448751356416
7657,351777894,448927222393
7658,351869784,449103134312
7659,351961686,449279092179
7660,352053600,449455096000
7661,352145526,449631145781
7662,352237464,449807241528
7663,352329414,449983383247
7664,352421376,450159570944
7665,352513350,450335804625
7666,352605336,450512084296
7667,352697334,450688409963
7668,352789344,450864781632
7669,352881366,451041199309
7670,352973400,451217663000
7671,353065446,451394172711
7672,353157504,451570728448
7673,353249574,451747330217
7674,353341656,451923978024
7675,353433750,452100671875
7676,353525856,452277411776
7677,353617974,452454197733
7678,353710104,452631029752
7679,353802246,452807907839
7680,353894400,452984832000
7681,353986566,453161802241
7682,354078744,453338818568
7683,354170934,453515880987
7684,354263136,453692989504
7685,354355350,453870144125
7686,354447576,454047344856
7687,354539814,454224591703
7688,354632064,454401884672
7689,354724326,454579223769
7690,354816600,454756609000
7691,354908886,454934040371
7692,355001184,455111517888
7693,355093494,455289041557
7694,355185816,455466611384
7695,355278150,455644227375
7696,355370496,455821889536
7697,355462854,455999597873
7698,355555224,456177352392
7699,355647606,456355153099
7700,355740000,456533000000
7701,355832406,456710893101
7702,355924824,456888832408
7703,356017254,457066817927
7704,356109696,457244849664
7705,356202150,457422927625
7706,356294616,457601051816
7707,356387094,457779222243
7708,356479584,457957438912
7709,356572086,458135701829
7710,356664600,458314011000
7711,356757126,458492366431
7712,356849664,458670768128
7713,356942214,458849216097
7714,357034776,459027710344
7715,357127350,459206250875
7716,357219936,459384837696
7717,357312534,459563470813
7718,357405144,459742150232
7719,357497766,459920875959
7720,357590400,460099648000
7721,357683046,460278466361
7722,357775704,460457331048
7723,357868374,460636242067
7724,357961056,460815199424
7725,358053750,460994203125
7726,358146456,461173253176
7727,358239174,461352349583
7728,358331904,461531492352
7729,358424646,461710681489
7730,358517400,461889917000
7731,358610166,462069198891
7732,358702944,462248527168
7733,358795734,462427901837
7734,358888536,462607322904
7735,358981350,462786790375
7736,359074176,462966304256
7737,359167014,463145864553
7738,359259864,463325471272
7739,359352726,463505124419
7740,359445600,463684824000
7741,359538486,463864570021
7742,359631384,464044362488
7743,359724294,464224201407
7744,359817216,464404086784
7745,359910150,464584018625
7746,360003096,464763996936
7747,360096054,464944021723
7748,360189024,465124092992
7749,360282006,465304210749
7750,360375000,465484375000
7751,360468006,465664585751
7752,360561024,465844843008
7753,360654054,466025146777
7754,360747096,466205497064
7755,360840150,466385893875
7756,360933216,466566337216
7757,361026294,466746827093
7758,361119384,466927363512
7759,361212486,467107946479
7760,361305600,467288576000
7761,361398726,467469252081
7762,361491864,467649974728
7763,361585014,467830743947
7764,361678176,468011559744
7765,361771350,468192422125
7766,361864536,468373331096
7767,361957734,468554286663
7768,362050944,468735288832
7769,362144166,468916337609
7770,362237400,469097433000
7771,362330646,469278575011
7772,362423904,469459763648
7773,362517174,469640998917
7774,362610456,469822280824
7775,362703750,470003609375
7776,362797056,470184984576
7777,362890374,470366406433
7778,362983704,470547874952
7779,363077046,470729390139
7780,363170400,470910952000
7781,363263766,471092560541
7782,363357144,471274215768
7783,363450534,471455917687
7784,363543936,471637666304
7785,363637350,471819461625
7786,363730776,472001303656
7787,363824214,472183192403
7788,363917664,472365127872
7789,364011126,472547110069
7790,364104600,472729139000
7791,364198086,472911214671
7792,364291584,473093337088
7793,364385094,473275506257
7794,364478616,473457722184
7795,364572150,473639984875
7796,364665696,473822294336
7797,364759254,474004650573
7798,364852824,474187053592
7799,364946406,474369503399
7800,365040000,474552000000
7801,365133606,474734543401
7802,365227224,474917133608
7803,365320854,475099770627
7804,365414496,475282454464
7805,365508150,475465185125
7806,365601816,475647962616
7807,365695494,475830786943
7808,365789184,476013658112
7809,365882886,476196576129
7810,365976600,476379541000
7811,366070326,476562552731
7812,366164064,476745611328
7813,366257814,476928716797
7814,366351576,477111869144
7815,366445350,477295068375
7816,366539136,477478314496
7817,366632934,477661607513
7818,366726744,477844947432
7819,366820566,478028334259
7820,366914400,478211768000
7821,367008246,478395248661
7822,367102104,478578776248
7823,367195974,478762350767
7824,367289856,478945972224
7825,367383750,479129640625
7826,367477656,479313355976
7827,367571574,479497118283
7828,367665504,479680927552
7829,367759446,479864783789
7830,367853400,480048687000
7831,367947366,480232637191
7832,368041344,480416634368
7833,368135334,480600678537
7834,368229336,480784769704
7835,368323350,480968907875
7836,368417376,481153093056
7837,368511414,481337325253
7838,368605464,481521604472
7839,368699526,481705930719
7840,368793600,481890304000
7841,368887686,482074724321
7842,368981784,482259191688
7843,369075894,482443706107
7844,369170016,482628267584
7845,369264150,482812876125
7846,369358296,482997531736
7847,369452454,483182234423
7848,369546624,483366984192
7849,369640806,483551781049
7850,369735000,483736625000
7851,369829206,483921516051
7852,369923424,484106454208
7853,370017654,484291439477
7854,370111896,484476471864
7855,370206150,484661551375
7856,370300416,484846678016
7857,370394694,485031851793
7858,370488984,485217072712
7859,370583286,485402340779
7860,370677600,485587656000
7861,370771926,485773018381
7862,370866264,485958427928
7863,370960614,486143884647
7864,371054976,486329388544
7865,371149350,486514939625
7866,371243736,486700537896
7867,371338134,486886183363
7868,371432544,487071876032
7869,371526966,487257615909
7870,371621400,487443403000
7871,371715846,487629237311
7872,371810304,487815118848
7873,371904774,488001047617
7874,371999256,488187023624
7875,372093750,488373046875
7876,372188256,488559117376
7877,372282774,488745235133
7878,372377304,488931400152
7879,372471846,489117612439
7880,372566400,489303872000
7881,372660966,489490178841
7882,372755544,489676532968
7883,372850134,489862934387
7884,372944736,490049383104
7885,373039350,490235879125
7886,373133976,490422422456
7887,373228614,490609013103
7888,373323264,490795651072
7889,373417926,490982336369
7890,373512600,491169069000
7891,373607286,491355848971
7892,373701984,491542676288
7893,373796694,491729550957
7894,373891416,491916472984
7895,373986150,492103442375
7896,374080896,492290459136
7897,374175654,492477523273
7898,374270424,492664634792
7899,374365206,492851793699
7900,374460000,493039000000
7901,374554806,493226253701
7902,374649624,493413554808
7903,374744454,493600903327
7904,374839296,493788299264
7905,374934150,493975742625
7906,375029016,494163233416
7907,375123894,494350771643
7908,375218784,494538357312
7909,375313686,494725990429
7910,375408600,494913671000
7911,375503526,495101399031
7912,375598464,495289174528
7913,375693414,495476997497
7914,375788376,495664867944
7915,375883350,495852785875
7916,375978336,496040751296
7917,376073334,496228764213
7918,376168344,496416824632
7919,376263366,496604932559
7920,376358400,496793088000
7921,376453446,496981290961
7922,376548504,497169541448
7923,376643574,497357839467
7924,376738656,497546185024
7925,376833750,497734578125
7926,376928856,497923018776
7927,377023974,498111506983
7928,377119104,498300042752
7929,377214246,498488626089
7930,377309400,498677257000
7931,377404566,498865935491
7932,377499744,499054661568
7933,377594934,499243435237
7934,377690136,499432256504
7935,377785350,499621125375
7936,377880576,499810041856
7937,377975814,499999005953
7938,378071064,500188017672
7939,378166326,500377077019
7940,378261600,500566184000
7941,378356886,500755338621
7942,378452184,500944540888
7943,378547494,501133790807
7944,378642816,501323088384
7945,378738150,501512433625
7946,378833496,501701826536
7947,378928854,501891267123
7948,379024224,502080755392
7949,379119606,502270291349
7950,379215000,502459875000
7951,379310406,502649506351
7952,379405824,502839185408
7953,379501254,503028912177
7954,379596696,503218686664
7955,379692150,503408508875
7956,379787616,503598378816
7957,379883094,503788296493
7958,379978584,503978261912
7959,380074086,504168275079
7960,380169600,504358336000
7961,380265126,504548444681
7962,380360664,504738601128
7963,380456214,504928805347
7964,380551776,505119057344
7965,380647350,505309357125
7966,380742936,505499704696
7967,380838534,505690100063
7968,380934144,505880543232
7969,381029766,506071034209
7970,381125400,506261573000
7971,381221046,506452159611
7972,381316704,506642794048
7973,381412374,506833476317
7974,381508056,507024206424
7975,381603750,507214984375
7976,381699456,507405810176
7977,381795174,507596683833
7978,381890904,507787605352
7979,381986646,507978574739
7980,382082400,508169592000
7981,382178166,508360657141
7982,382273944,508551770168
7983,382369734,508742931087
7984,382465536,508934139904
7985,382561350,509125396625
7986,382657176,509316701256
7987,382753014,509508053803
7988,382848864,509699454272
7989,382944726,509890902669
7990,383040600,510082399000
7991,383136486,510273943271
7992,383232384,510465535488
7993,383328294,510657175657
7994,383424216,510848863784
7995,383520150,511040599875
7996,383616096,511232383936
7997,383712054,511424215973
7998,383808024,511616095992
7999,383904006,511808023999
8000,384000000,512000000000
8001,384096006,512192024001
8002,384192024,512384096008
8003,384288054,512576216027
8004,384384096,512768384064
8005,384480150,512960600125
8006,384576216,513152864216
8007,384672294,513345176343
8008,384768384,513537536512
8009,384864486,513729944729
8010,384960600,513922401000
8011,385056726,514114905331
8012,385152864,514307457728
8013,385249014,514500058197
8014,385345176,514692706744
8015,385441350,514885403375
8016,385537536,515078148096
8017,385633734,515270940913
8018,385729944,515463781832
8019,385826166,515656670859
8020,385922400,515849608000
8021,386018646,516042593261
8022,386114904,516235626648
8023,386211174,516428708167
8024,386307456,516621837824
8025,386403750,516815015625
8026,386500056,517008241576
8027,386596374,517201515683
8028,386692704,517394837952
8029,386789046,517588208389
8030,386885400,517781627000
8031,386981766,517975093791
8032,387078144,518168608768
8033,387174534,518362171937
8034,387270936,518555783304
8035,387367350,518749442875
8036,387463776,518943150656
8037,387560214,519136906653
8038,387656664,519330710872
8039,387753126,519524563319
8040,387849600,519718464000
8041,387946086,519912412921
8042,388042584,520106410088
8043,388139094,520300455507
8044,388235616,520494549184
8045,388332150,520688691125
8046,388428696,520882881336
8047,388525254,521077119823
8048,388621824,521271406592
8049,388718406,521465741649
8050,388815000,521660125000
8051,388911606,521854556651
8052,389008224,522049036608
8053,389104854,522243564877
8054,389201496,522438141464
8055,389298150,522632766375
8056,389394816,522827439616
8057,389491494,523022161193
8058,389588184,523216931112
8059,389684886,523411749379
8060,389781600,523606616000
8061,389878326,523801530981
8062,389975064,523996494328
8063,390071814,524191506047
8064,390168576,524386566144
8065,390265350,524581674625
8066,390362136,524776831496
8067,390458934,524972036763
8068,390555744,525167290432
8069,390652566,525362592509
8070,390749400,525557943000
8071,390846246,525753341911
8072,390943104,525948789248
8073,391039974,526144285017
8074,391136856,526339829224
8075,391233750,526535421875
8076,391330656,526731062976
8077,391427574,526926752533
8078,391524504,527122490552
8079,391621446,527318277039
8080,391718400,527514112000
8081,391815366,527709995441
8082,391912344,527905927368
8083,392009334,528101907787
8084,392106336,528297936704
8085,392203350,528494014125
8086,392300376,528690140056
8087,392397414,528886314503
8088,392494464,529082537472
8089,392591526,529278808969
8090,392688600,529475129000
8091,392785686,529671497571
8092,392882784,529867914688
8093,392979894,530064380357
8094,393077016,530260894584
8095,393174150,530457457375
8096,393271296,530654068736
8097,393368454,530850728673
8098,393465624,531047437192
8099,393562806,531244194299
8100,393660000,531441000000
8101,393757206,531637854301
8102,393854424,531834757208
8103,393951654,532031708727
8104,394048896,532228708864
8105,394146150,532425757625
8106,394243416,532622855016
8107,394340694,532820001043
8108,394437984,533017195712
8109,394535286,533214439029
8110,394632600,533411731000
8111,394729926,533609071631
8112,394827264,533806460928
8113,394924614,534003898897
8114,395021976,534201385544
8115,395119350,534398920875
8116,395216736,534596504896
8117,395314134,534794137613
8118,395411544,534991819032
8119,395508966,535189549159
8120,395606400,535387328000
8121,395703846,535585155561
8122,395801304,535783031848
8123,395898774,535980956867
8124,395996256,536178930624
8125,396093750,536376953125
8126,396191256,536575024376
8127,396288774,536773144383
8128,396386304,536971313152
8129,396483846,537169530689
8130,396581400,537367797000
8131,396678966,537566112091
8132,396776544,537764475968
8133,396874134,537962888637
8134,396971736,538161350104
8135,397069350,538359860375
8136,397166976,538558419456
8137,397264614,538757027353
8138,397362264,538955684072
8139,397459926,539154389619
8140,397557600,539353144000
8141,397655286,539551947221
8142,397752984,539750799288
8143,397850694,539949700207
8144,397948416,540148649984
8145,398046150,540347648625
8146,398143896,540546696136
8147,398241654,540745792523
8148,398339424,540944937792
8149,398437206,541144131949
8150,398535000,541343375000
8151,398632806,541542666951
8152,398730624,541742007808
8153,398828454,541941397577
8154,398926296,542140836264
8155,399024150,542340323875
8156,399122016,542539860416
8157,399219894,542739445893
8158,399317784,542939080312
8159,399415686,543138763679
8160,399513600,543338496000
8161,399611526,543538277281
8162,399709464,543738107528
8163,399807414,543937986747
8164,399905376,544137914944
8165,400003350,544337892125
8166,400101336,544537918296
8167,400199334,544737993463
8168,400297344,544938117632
8169,400395366,545138290809
8170,400493400,545338513000
8171,400591446,545538784211
8172,400689504,545739104448
8173,400787574,545939473717
8174,400885656,546139892024
8175,400983750,546340359375
8176,401081856,546540875776
8177,401179974,546741441233
8178,401278104,546942055752
8179,401376246,547142719339
8180,401474400,547343432000
8181,401572566,547544193741
8182,401670744,547745004568
8183,401768934,547945864487
8184,401867136,548146773504
8185,401965350,548347731625
8186,402063576,548548738856
8187,402161814,548749795203
8188,402260064,548950900672
8189,402358326,549152055269
8190,402456600,549353259000
8191,402554886,549554511871
8192,402653184,549755813888
8193,402751494,549957165057
8194,402849816,550158565384
8195,402948150,550360014875
8196,403046496,550561513536
8197,403144854,550763061373
8198,403243224,550964658392
8199,403341606,551166304599
8200,403440000,551368000000
8201,403538406,551569744601
8202,403636824,551771538408
8203,403735254,551973381427
8204,403833696,552175273664
8205,403932150,552377215125
8206,404030616,552579205816
8207,404129094,552781245743
8208,404227584,552983334912
8209,404326086,553185473329
8210,404424600,553387661000
8211,404523126,553589897931
8212,404621664,553792184128
8213,404720214,553994519597
8214,404818776,554196904344
8215,404917350,554399338375
8216,405015936,554601821696
8217,405114534,554804354313
8218,405213144,555006936232
8219,405311766,555209567459
8220,405410400,555412248000
8221,405509046,555614977861
8222,405607704,555817757048
8223,405706374,556020585567
8224,405805056,556223463424
8225,405903750,556426390625
8226,406002456,556629367176
8227,406101174,556832393083
8228,406199904,557035468352
8229,406298646,557238592989
8230,406397400,557441767000
8231,406496166,557644990391
8232,406594944,557848263168
8233,406693734,558051585337
8234,406792536,558254956904
8235,406891350,558458377875
8236,406990176,558661848256
8237,407089014,558865368053
8238,407187864,559068937272
8239,407286726,559272555919
8240,407385600,559476224000
8241,407484486,559679941521
8242,407583384,559883708488
8243,407682294,560087524907
8244,407781216,560291390784
8245,407880150,560495306125
8246,407979096,560699270936
8247,408078054,560903285223
8248,408177024,561107348992
8249,408276006,561311462249
8250,408375000,561515625000
8251,408474006,561719837251
8252,408573024,561924099008
8253,408672054,562128410277
8254,408771096,562332771064
8255,408870150,562537181375
8256,408969216,562741641216
8257,409068294,562946150593
8258,409167384,563150709512
8259,409266486,563355317979
8260,409365600,563559976000
8261,409464726,563764683581
8262,409563864,563969440728
8263,409663014,564174247447
8264,409762176,564379103744
8265,409861350,564584009625
8266,409960536,564788965096
8267,410059734,564993970163
8268,410158944,565199024832
8269,410258166,565404129109
8270,410357400,565609283000
8271,410456646,565814486511
8272,410555904,566019739648
8273,410655174,566225042417
8274,410754456,566430394824
8275,410853750,566635796875
8276,410953056,566841248576
8277,411052374,567046749933
8278,411151704,567252300952
8279,411251046,567457901639
8280,411350400,567663552000
8281,411449766,567869252041
8282,411549144,568075001768
8283,411648534,568280801187
8284,411747936,568486650304
8285,411847350,568692549125
8286,411946776,568898497656
8287,412046214,569104495903
8288,412145664,569310543872
8289,412245126,569516641569
8290,412344600,569722789000
8291,412444086,569928986171
8292,412543584,570135233088
8293,412643094,570341529757
8294,412742616,570547876184
8295,412842150,570754272375
8296,412941696,570960718336
8297,413041254,571167214073
8298,413140824,571373759592
8299,413240406,571580354899
8300,413340000,571787000000
8301,413439606,571993694901
8302,413539224,572200439608
8303,413638854,572407234127
8304,413738496,572614078464
8305,413838150,572820972625
8306,413937816,573027916616
8307,414037494,573234910443
8308,414137184,573441954112
8309,414236886,573649047629
8310,414336600,573856191000
8311,414436326,574063384231
8312,414536064,574270627328
8313,414635814,574477920297
8314,414735576,574685263144
8315,414835350,574892655875
8316,414935136,575100098496
8317,415034934,575307591013
8318,415134744,575515133432
8319,415234566,575722725759
8320,415334400,575930368000
8321,415434246,576138060161
8322,415534104,576345802248
8323,415633974,576553594267
8324,415733856,576761436224
8325,415833750,576969328125
8326,415933656,577177269976
8327,416033574,577385261783
8328,416133504,577593303552
8329,416233446,577801395289
8330,416333400,578009537000
8331,416433366,578217728691
8332,416533344,578425970368
8333,416633334,578634262037
8334,416733336,578842603704
8335,416833350,579050995375
8336,416933376,579259437056
8337,417033414,579467928753
8338,417133464,579676470472
8339,417233526,579885062219
8340,417333600,580093704000
8341,417433686,580302395821
8342,417533784,580511137688
8343,417633894,580719929607
8344,417734016,580928771584
8345,417834150,581137663625
8346,417934296,581346605736
8347,418034454,581555597923
8348,418134624,581764640192
8349,418234806,581973732549
8350,418335000,582182875000
8351,418435206,582392067551
8352,418535424,582601310208
8353,418635654,582810602977
8354,418735896,583019945864
8355,418836150,583229338875
8356,418936416,583438782016
8357,419036694,583648275293
8358,419136984,583857818712
8359,419237286,584067412279
8360,419337600,584277056000
8361,419437926,584486749881
8362,419538264,584696493928
8363,419638614,584906288147
8364,419738976,585116132544
8365,419839350,585326027125
8366,419939736,585535971896
8367,420040134,585745966863
8368,420140544,585956012032
8369,420240966,586166107409
8370,420341400,586376253000
8371,420441846,586586448811
8372,420542304,586796694848
8373,420642774,587006991117
8374,420743256,587217337624
8375,420843750,587427734375
8376,420944256,587638181376
8377,421044774,587848678633
8378,421145304,588059226152
8379,421245846,588269823939
8380,421346400,588480472000
8381,421446966,588691170341
8382,421547544,588901918968
8383,421648134,589112717887
8384,421748736,589323567104
8385,421849350,589534466625
8386,421949976,589745416456
8387,422050614,589956416603
8388,422151264,590167467072
8389,422251926,590378567869
8390,422352600,590589719000
8391,422453286,590800920471
8392,422553984,591012172288
8393,422654694,591223474457
8394,422755416,591434826984
8395,422856150,591646229875
8396,422956896,591857683136
8397,423057654,592069186773
8398,423158424,592280740792
8399,423259206,592492345199
8400,423360000,592704000000
8401,423460806,592915705201
8402,423561624,593127460808
8403,423662454,593339266827
8404,423763296,593551123264
8405,423864150,593763030125
8406,423965016,593974987416
8407,424065894,594186995143
8408,424166784,594399053312
8409,424267686,594611161929
8410,424368600,594823321000
8411,424469526,595035530531
8412,424570464,595247790528
8413,424671414,595460100997
8414,424772376,595672461944
8415,424873350,595884873375
8416,424974336,596097335296
8417,425075334,596309847713
8418,425176344,596522410632
8419,425277366,596735024059
8420,425378400,596947688000
8421,425479446,597160402461
8422,425580504,597373167448
8423,425681574,597585982967
8424,425782656,597798849024
8425,425883750,598011765625
8426,425984856,598224732776
8427,426085974,598437750483
8428,426187104,598650818752
8429,426288246,598863937589
8430,426389400,599077107000
8431,426490566,599290326991
8432,426591744,599503597568
8433,426692934,599716918737
8434,426794136,599930290504
8435,426895350,600143712875
8436,426996576,600357185856
8437,427097814,600570709453
8438,427199064,600784283672
8439,427300326,600997908519
8440,427401600,601211584000
8441,427502886,601425310121
8442,427604184,601639086888
8443,427705494,601852914307
8444,427806816,602066792384
8445,427908150,602280721125
8446,428009496,602494700536
8447,428110854,602708730623
8448,428212224,602922811392
8449,428313606,603136942849
8450,428415000,603351125000
8451,428516406,603565357851
8452,428617824,603779641408
8453,428719254,603993975677
8454,428820696,604208360664
8455,428922150,604422796375
8456,429023616,604637282816
8457,429125094,604851819993
8458,429226584,605066407912
8459,429328086,605281046579
8460,429429600,605495736000
8461,429531126,605710476181
8462,429632664,605925267128
8463,429734214,606140108847
8464,429835776,606355001344
8465,429937350,606569944625
8466,430038936,606784938696
8467,430140534,606999983563
8468,430242144,607215079232
8469,430343766,607430225709
8470,430445400,607645423000
8471,430547046,607860671111
8472,430648704,608075970048
8473,430750374,608291319817
8474,430852056,608506720424
8475,430953750,608722171875
8476,431055456,608937674176
8477,431157174,609153227333
8478,431258904,609368831352
8479,431360646,609584486239
8480,431462400,609800192000
8481,431564166,610015948641
8482,431665944,610231756168
8483,431767734,610447614587
8484,431869536,610663523904
8485,431971350,610879484125
8486,432073176,611095495256
8487,432175014,611311557303
8488,432276864,611527670272
8489,432378726,611743834169
8490,432480600,611960049000
8491,432582486,612176314771
8492,432684384,612392631488
8493,432786294,612608999157
8494,432888216,612825417784
8495,432990150,613041887375
8496,433092096,613258407936
8497,433194054,613474979473
8498,433296024,613691601992
8499,433398006,613908275499
8500,433500000,614125000000
8501,433602006,614341775501
8502,433704024,614558602008
8503,433806054,614775479527
8504,433908096,614992408064
8505,434010150,615209387625
8506,434112216,615426418216
8507,434214294,615643499843
8508,434316384,615860632512
8509,434418486,616077816229
8510,434520600,616295051000
8511,434622726,616512336831
8512,434724864,616729673728
8513,434827014,616947061697
8514,434929176,617164500744
8515,435031350,617381990875
8516,435133536,617599532096
8517,435235734,617817124413
8518,435337944,618034767832
8519,435440166,618252462359
8520,435542400,618470208000
8521,435644646,618688004761
8522,435746904,618905852648
8523,435849174,619123751667
8524,435951456,619341701824
8525,436053750,619559703125
8526,436156056,619777755576
8527,436258374,619995859183
8528,436360704,620214013952
8529,436463046,620432219889
8530,436565400,620650477000
8531,436667766,620868785291
8532,436770144,621087144768
8533,436872534,621305555437
8534,436974936,621524017304
8535,437077350,621742530375
8536,437179776,621961094656
8537,437282214,622179710153
8538,437384664,622398376872
8539,437487126,622617094819
8540,437589600,622835864000
8541,437692086,623054684421
8542,437794584,623273556088
8543,437897094,623492479007
8544,437999616,623711453184
8545,438102150,623930478625
8546,438204696,624149555336
8547,438307254,624368683323
8548,438409824,624587862592
8549,438512406,624807093149
8550,438615000,625026375000
8551,438717606,625245708151
8552,438820224,625465092608
8553,438922854,625684528377
8554,439025496,625904015464
8555,439128150,626123553875
8556,439230816,626343143616
8557,439333494,626562784693
8558,439436184,626782477112
8559,439538886,627002220879
8560,439641600,627222016000
8561,439744326,627441862481
8562,439847064,627661760328
8563,439949814,627881709547
8564,440052576,628101710144
8565,440155350,628321762125
8566,440258136,628541865496
8567,440360934,628762020263
8568,440463744,628982226432
8569,440566566,629202484009
8570,440669400,629422793000
8571,440772246,629643153411
8572,440875104,629863565248
8573,440977974,630084028517
8574,441080856,630304543224
8575,441183750,630525109375
8576,441286656,630745726976
8577,441389574,630966396033
8578,441492504,631187116552
8579,441595446,631407888539
8580,441698400,631628712000
8581,441801366,631849586941
8582,441904344,632070513368
8583,442007334,632291491287
8584,442110336,632512520704
8585,442213350,632733601625
8586,442316376,632954734056
8587,442419414,633175918003
8588,442522464,633397153472
8589,442625526,633618440469
8590,442728600,633839779000
8591,442831686,634061169071
8592,442934784,634282610688
8593,443037894,634504103857
8594,443141016,634725648584
8595,443244150,634947244875
8596,443347296,635168892736
8597,443450454,635390592173
8598,443553624,635612343192
8599,443656806,635834145799
8600,443760000,636056000000
8601,443863206,636277905801
8602,443966424,636499863208
8603,444069654,636721872227
8604,444172896,636943932864
8605,444276150,637166045125
8606,444379416,637388209016
8607,444482694,637610424543
8608,444585984,637832691712
8609,444689286,638055010529
8610,444792600,638277381000
8611,444895926,638499803131
8612,444999264,638722276928
8613,445102614,638944802397
8614,445205976,639167379544
8615,445309350,639390008375
8616,445412736,639612688896
8617,445516134,639835421113
8618,445619544,640058205032
8619,445722966,640281040659
8620,445826400,640503928000
8621,445929846,640726867061
8622,446033304,640949857848
8623,446136774,641172900367
8624,446240256,641395994624
8625,446343750,641619140625
8626,446447256,641842338376
8627,446550774,642065587883
8628,446654304,642288889152
8629,446757846,642512242189
8630,446861400,642735647000
8631,446964966,642959103591
8632,447068544,643182611968
8633,447172134,643406172137
8634,447275736,643629784104
8635,447379350,643853447875
8636,447482976,644077163456
8637,447586614,644300930853
8638,447690264,644524750072
8639,447793926,644748621119
8640,447897600,644972544000
8641,448001286,645196518721
8642,448104984,645420545288
8643,448208694,645644623707
8644,448312416,645868753984
8645,448416150,646092936125
8646,448519896,646317170136
8647,448623654,646541456023
8648,448727424,646765793792
8649,448831206,646990183449
8650,448935000,647214625000
8651,449038806,647439118451
8652,449142624,647663663808
8653,449246454,647888261077
8654,449350296,648112910264
8655,449454150,648337611375
8656,449558016,648562364416
8657,449661894,648787169393
8658,449765784,649012026312
8659,449869686,649236935179
8660,449973600,649461896000
8661,450077526,649686908781
8662,450181464,649911973528
8663,450285414,650137090247
8664,450389376,650362258944
8665,450493350,650587479625
8666,450597336,650812752296
8667,450701334,651038076963
8668,450805344,651263453632
8669,450909366,651488882309
8670,451013400,651714363000
8671,451117446,651939895711
8672,451221504,652165480448
8673,451325574,652391117217
8674,451429656,652616806024
8675,451533750,652842546875
8676,451637856,653068339776
8677,451741974,653294184733
8678,451846104,653520081752
8679,451950246,653746030839
8680,452054400,653972032000
8681,452158566,654198085241
8682,452262744,654424190568
8683,452366934,654650347987
8684,452471136,654876557504
8685,452575350,655102819125
